,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
1999-12-17,,388.0,26.0,,39.6,,,,730.0,1481.15,,,1417.0,39.6,69.9,442.75,,186.5,,1164.0,860.0,2348.0,275.0,65.85,604.0,293.1,31.75,10055.0,6.45,226.55,401.0,389.5,,,464.4,227.95,,,,54.8,225.15,1840.0,,206.5,138.5,,160.9,,,1685.5
2020-04-27,271.0,1852.3,427.3,2504.95,2044.55,4617.95,355.4,494.55,3242.55,608.7,138.05,2426.25,3979.65,13992.75,81.75,499.15,483.6,929.85,484.8,1935.35,108.25,2320.6,1592.35,347.75,179.8,81.5,407.35,664.25,157.2,1304.05,855.55,330.5,5056.7,92.3,17953.6,68.5,159.6,,715.45,19007.65,180.85,489.8,1837.3,75.25,271.7,511.8,928.0,,3361.7,182.0
2012-10-15,123.05,3865.75,1118.5,1750.65,1201.5,852.45,,263.3,490.35,369.1,356.75,1139.1,1700.7,2208.3,380.35,3422.1,583.35,632.7,,1770.45,119.95,577.9,739.8,1053.1,286.15,255.7,361.6,2365.7,766.3,628.3,1635.95,857.4,1338.2,168.05,4685.4,279.85,118.75,,,4080.2,2264.3,714.45,1291.0,269.35,419.0,942.65,270.45,,2041.4,352.95
1994-05-17,,505.0,,,,,,,360.0,,,,,21.0,,645.0,,,,,715.0,705.0,3130.0,,650.0,,,,,,275.0,327.5,,,405.0,,,,,,,,,512.5,226.25,,,,,475.0
2011-01-07,147.6,2774.15,1280.25,1317.0,661.15,446.8,616.65,338.7,396.2,356.85,308.95,636.25,1678.15,1191.3,524.2,2387.45,465.1,2268.35,,1873.55,233.15,312.25,683.95,1048.0,172.5,343.35,231.4,3366.5,1032.65,434.55,1847.7,738.6,1343.6,196.9,3781.85,1205.6,97.65,,,1927.75,2599.85,492.15,1141.6,1189.5,660.9,707.95,3415.15,,989.7,477.5
2014-03-10,187.9,484.55,1426.8,2005.25,1670.25,723.2,,304.95,875.25,376.35,258.5,1373.85,2689.15,5574.75,379.15,2749.75,1442.45,734.35,,2016.65,121.9,556.9,849.05,1193.8,335.55,268.25,469.15,3672.75,971.05,750.05,1237.4,1014.1,1800.9,116.95,4811.8,319.1,98.85,,,5179.0,1691.35,596.0,2143.5,395.9,364.25,1799.45,250.5,,1989.75,557.4
2004-06-29,,314.35,127.1,,86.5,,,137.6,620.0,217.05,,1180.9,731.95,206.05,176.95,993.6,308.0,369.4,,508.1,1013.7,129.7,532.8,248.65,876.35,372.1,57.9,5587.4,8.37,346.05,671.95,440.0,396.25,,555.8,631.25,,,,158.2,428.5,364.85,,381.6,305.6,,102.6,,,541.1
1997-11-26,,279.25,,,24.7,,420.0,,391.75,605.0,,,304.75,13.0,122.0,322.0,,71.75,,877.75,825.0,1370.25,3000.75,43.75,576.0,680.0,,1427.75,5.0,30.5,185.5,335.5,,,256.0,314.0,,,,12.5,217.5,281.0,,311.5,131.75,,70.0,,,473.75
2009-12-14,564.3,1716.85,994.2,1784.3,300.1,326.3,,319.85,1636.8,341.95,,654.25,1104.2,605.75,419.4,2463.0,342.15,1756.1,,1685.45,140.1,268.0,2682.95,850.4,248.7,324.35,141.05,2498.0,972.3,797.5,1700.45,1037.2,1603.75,207.95,2619.75,1201.85,105.15,,,1858.35,2248.3,1450.75,705.45,710.45,544.65,1002.45,1297.05,,898.75,658.75
2015-11-04,289.3,803.75,473.25,2448.75,5344.6,1952.75,886.05,345.65,3180.55,670.9,330.25,1178.65,4314.35,17805.3,301.55,3686.15,880.3,1082.35,,2614.4,81.85,802.55,1219.9,273.4,335.55,410.25,914.2,1137.05,891.3,674.7,1370.5,1253.9,4514.8,134.7,6247.15,251.95,131.2,,,12438.65,238.45,852.35,2529.45,405.05,235.8,543.25,348.05,,2894.25,573.35
2015-09-29,297.35,805.25,504.0,2251.75,5109.3,1721.4,848.25,323.45,2964.1,636.4,314.6,1098.8,4075.05,17468.6,290.75,3438.25,953.25,1064.4,,2331.7,68.15,785.7,1213.55,268.85,320.35,395.05,941.4,1121.1,840.2,650.9,1448.25,1251.75,4674.75,121.0,6180.25,226.45,128.4,,,11170.35,242.0,850.4,2590.2,288.65,201.35,571.3,321.5,,2712.3,587.75
2001-01-15,,263.45,46.0,,29.5,,149.75,,787.3,1085.35,,,1370.35,30.05,52.0,295.8,615.95,248.6,,864.65,769.45,196.3,537.2,147.5,868.0,153.8,19.95,6185.0,5.05,89.15,198.0,145.85,,,501.9,132.3,,,,61.75,220.15,539.95,,89.55,133.0,,70.85,,,2561.65
1996-02-16,,367.5,,,,,,,,,,,,42.0,,600.0,,,,,1130.0,705.0,2775.0,,285.0,,,,,,261.0,275.0,,,327.5,,,,,,243.0,275.0,,424.0,207.5,,130.0,,,460.0
2013-08-08,141.25,431.1,1085.75,1783.85,1050.45,569.15,276.25,337.4,694.3,410.7,268.2,970.1,2218.25,3318.5,303.0,2432.8,904.6,611.1,,1850.55,91.35,599.55,745.3,875.15,325.45,195.8,374.6,2961.1,503.85,652.75,780.15,863.75,1386.1,137.4,5014.55,273.1,95.95,,,3836.35,1661.45,507.1,1846.05,278.7,218.45,1244.55,264.4,,1671.9,446.5
2003-04-22,,329.95,43.45,,48.85,,233.0,33.6,509.45,717.55,,257.15,901.25,80.95,76.15,349.3,145.1,244.25,,183.1,618.2,143.7,328.75,132.55,664.8,240.15,18.2,2922.4,4.25,149.1,188.8,111.25,,,535.0,354.35,,,,49.2,290.2,286.15,,155.0,131.8,,60.9,,,902.25
2007-10-24,,1005.6,866.4,,343.7,,,986.3,1487.9,196.6,,1464.85,629.95,460.15,393.7,3652.35,298.3,1506.75,,740.75,189.1,215.3,2542.0,1097.65,184.7,443.25,84.75,1844.5,1016.45,958.55,3402.8,759.9,1118.75,221.3,1289.95,1107.9,136.95,,,1512.85,1908.0,996.7,1048.1,774.65,915.4,1251.5,1657.8,,1016.05,486.35
2000-09-04,,257.4,38.0,,34.5,,,,662.25,830.3,,,1354.55,26.3,45.9,269.75,1409.25,239.75,,915.05,800.55,245.8,524.75,198.0,772.05,145.15,20.5,8588.85,6.85,79.25,210.7,187.4,,,455.05,116.7,,,,28.4,202.95,561.05,,97.95,111.15,,58.75,,,3452.7
1997-04-22,,296.5,,,47.5,,,,242.0,625.0,,,221.0,24.25,,360.75,,58.0,,320.0,950.75,1069.0,3092.5,,415.5,,,1289.5,5.35,57.0,225.5,347.5,,,243.25,240.75,,,,20.25,307.75,260.0,,393.75,176.25,,62.5,,,
2000-07-04,,401.0,33.4,,,,,,619.65,954.1,,,1388.0,34.3,49.85,291.25,1427.0,275.0,,1000.0,804.85,281.75,515.0,226.25,805.0,164.8,19.85,8728.55,5.15,71.2,262.5,228.95,,,378.1,140.95,,,,26.5,232.95,622.5,,123.95,127.4,,65.7,,,3378.4
2000-07-20,,431.6,40.8,,,,,,665.4,737.85,,,1244.3,32.8,53.0,255.35,1109.75,244.7,,1106.65,809.85,261.8,511.2,197.1,769.25,163.85,20.0,7341.05,5.5,70.0,203.45,207.5,,,433.5,139.75,,,,27.15,219.45,580.95,,122.3,136.1,,68.5,,,2707.8
2019-07-03,415.0,1352.35,806.3,2895.35,3713.95,8432.95,381.05,353.4,2792.5,553.05,251.0,1629.25,2597.05,19647.4,305.2,926.75,1052.55,2489.5,,2587.05,208.7,1784.9,2278.65,436.0,276.7,156.05,1470.15,731.5,277.35,1474.9,1577.9,670.25,6530.2,143.3,11808.85,166.2,208.9,,,21497.95,366.15,395.65,2237.2,162.35,510.5,701.15,1327.9,,4560.2,282.85
2005-05-24,,385.0,223.95,,206.35,,,219.75,851.8,278.5,,1025.75,690.85,322.95,222.55,1117.4,352.25,545.1,,568.6,1163.7,129.15,754.3,399.2,1501.4,459.0,59.05,2157.0,310.0,350.1,1081.6,481.2,457.9,83.9,707.7,871.55,,,,362.25,662.75,531.3,1229.35,445.0,357.85,,292.6,,319.15,682.1
2007-01-02,,740.85,467.45,,360.1,,334.65,633.0,1097.2,251.55,,3068.35,805.95,372.35,264.55,2834.65,637.55,1068.7,,784.15,177.9,216.45,1620.0,896.85,176.85,447.65,48.5,2272.45,395.6,400.05,1459.0,956.1,969.25,138.05,1148.8,876.1,,,,1482.0,1254.1,984.95,1248.55,929.9,478.4,1670.55,876.65,,1131.1,611.5
2012-07-17,113.35,3657.85,1023.3,1447.15,971.9,682.85,376.45,323.6,514.3,331.55,354.25,1060.95,1703.55,1945.6,355.8,2585.4,479.95,583.0,,2098.85,119.75,445.3,681.6,923.15,255.35,271.4,335.7,2170.85,672.3,593.35,1377.9,708.7,1196.6,158.25,4497.05,284.1,112.25,,,2925.05,2198.85,628.0,1186.6,225.9,406.2,705.75,222.7,,1564.6,362.35
2009-06-03,601.5,1130.0,716.2,1113.95,176.55,424.35,460.0,796.0,1641.3,231.6,,1136.55,619.4,295.9,306.85,2306.2,173.5,1374.6,,1392.05,93.15,239.7,2387.05,719.7,203.0,574.3,73.25,1645.9,586.6,665.5,1409.35,697.5,1045.7,222.05,1706.5,1168.95,125.75,,,1055.05,1873.2,1254.7,695.15,362.0,487.9,658.55,1201.65,,724.05,395.9
1999-08-18,,342.5,17.85,,38.0,,241.0,,1535.05,2787.0,,,1160.0,39.85,76.0,375.75,,82.6,,1240.0,968.5,2611.55,277.9,37.0,1013.95,432.15,25.7,5550.25,6.0,46.9,353.5,444.95,,,583.25,258.05,,,,69.85,245.6,753.85,,291.5,145.1,,92.55,,,5170.75
2020-09-18,357.65,2028.8,443.3,3048.7,3475.45,5891.25,412.1,496.7,3797.05,806.85,123.6,3347.2,5326.7,2152.85,91.9,745.0,811.1,1057.4,585.1,3114.25,179.4,2098.3,1722.8,369.9,179.2,80.65,613.35,1002.55,287.6,1278.3,900.2,654.45,6963.3,90.5,16098.9,74.25,171.8,,847.9,19512.7,192.6,523.25,2450.75,147.9,395.3,805.0,1162.85,,4004.7,316.5
2005-10-04,,510.65,265.45,,386.7,,,348.4,1262.15,380.35,,1657.5,911.3,287.7,282.3,1340.15,492.8,709.95,,762.75,152.7,183.55,1023.35,589.45,136.65,460.95,73.0,2629.4,294.4,198.85,1537.35,393.2,589.45,106.3,875.65,1079.45,,,,479.95,957.4,660.95,1489.2,569.2,433.15,,518.0,,463.35,400.35
2004-10-07,,310.95,146.05,,116.8,,350.25,154.65,636.5,290.4,,1354.6,756.2,206.05,199.3,1149.7,375.45,410.4,,437.15,1367.6,128.25,669.8,293.65,1120.55,437.6,41.25,1704.85,11.71,188.2,844.75,452.95,369.35,,555.1,805.45,,,,198.6,486.55,423.85,1096.75,430.6,300.05,,161.7,,316.25,632.1
2015-06-24,311.7,753.9,570.7,2395.0,5257.55,1501.3,,424.4,2692.85,621.7,412.1,1816.6,3433.45,19113.6,398.8,3395.95,936.3,1045.45,,2521.15,117.15,895.3,1280.7,317.4,313.55,389.45,843.95,995.1,893.85,1382.6,1749.6,1303.35,4008.0,136.85,6005.7,317.9,139.45,,,10895.3,262.5,870.8,2568.4,432.25,304.1,545.9,357.35,,2844.8,565.3
2015-06-22,310.75,746.6,572.0,2425.4,5359.55,1513.15,,424.2,2782.8,613.65,399.75,1809.95,3423.6,19397.3,401.6,3402.6,931.4,1048.45,,2580.6,121.05,871.75,1268.35,315.15,310.3,382.3,839.2,1024.4,905.7,1357.65,1731.05,1308.65,3980.85,137.1,6283.8,318.45,141.25,,,11066.45,265.85,857.0,2595.7,440.15,310.4,551.3,366.2,,2800.75,561.35
2000-12-21,,266.9,45.05,,29.9,,,,755.6,900.95,,,1308.0,26.5,50.55,278.7,558.65,217.95,,858.15,779.1,199.35,545.35,154.25,908.0,138.2,20.4,6277.1,5.8,76.1,188.55,154.85,,,534.5,124.35,,,,59.15,193.25,541.45,,92.1,124.75,,59.35,,,2506.2
2016-03-09,226.5,877.0,417.05,2313.85,6418.5,1675.4,800.2,335.1,2835.45,529.95,322.5,1009.65,3218.75,19934.15,350.1,3631.35,816.6,1025.9,,2816.95,81.2,840.65,1131.05,216.3,319.95,389.9,935.25,1178.5,1179.9,659.7,1212.95,1235.05,3577.45,126.4,5203.65,205.1,139.55,,,11108.95,183.45,860.1,2356.2,347.75,295.45,464.25,339.45,,2991.3,538.45
1993-05-21,,285.0,,,,,,,235.0,,,,,22.0,,410.0,,,,,660.0,380.0,1180.0,,487.5,,,,,,188.75,150.0,,,290.0,,,,,,,,,175.0,182.5,,,,,255.0
1999-12-08,,400.0,23.0,,35.7,,401.0,,835.0,1456.25,,,1247.0,43.4,75.9,384.85,,151.0,,1190.0,790.0,2485.25,287.0,44.9,685.0,298.5,28.35,9823.75,6.15,132.8,401.0,409.0,,,493.0,224.0,,,,53.0,239.35,1795.0,,224.0,144.5,,132.45,,,1425.0
2014-06-03,240.25,509.3,1899.5,1968.95,2103.85,874.05,,359.15,898.3,388.0,393.1,1238.8,2338.0,7206.65,381.4,3327.75,1347.5,824.55,,2455.75,155.15,592.0,912.75,1458.25,333.45,359.5,541.8,3015.4,1276.45,872.7,1653.5,1230.85,2342.85,164.2,4804.7,416.8,125.45,,,6975.3,2643.3,601.15,2130.3,420.45,525.75,1902.2,319.9,,2545.8,494.35
2005-10-25,,499.45,230.0,,314.75,,404.6,329.55,1172.0,367.05,,1299.95,843.85,254.45,254.2,1113.25,472.35,630.1,,714.8,122.5,167.35,913.1,503.7,118.2,466.0,52.85,2522.4,205.35,174.85,1351.0,361.05,557.25,99.05,845.15,930.1,,,,432.8,884.8,600.8,1442.65,520.2,350.2,,426.65,,409.65,376.9
2011-10-10,154.9,3169.85,1046.8,1554.05,634.1,514.1,670.2,363.25,449.3,282.85,342.9,732.3,1510.6,1683.45,419.9,2326.05,414.4,454.55,,1960.55,127.45,332.4,661.9,844.45,200.2,313.45,250.95,2591.3,582.55,453.45,1386.3,806.1,1073.2,170.5,4219.15,273.5,98.05,,,1800.45,1754.55,462.95,1065.3,170.55,433.25,575.9,211.35,,1083.35,348.55
1997-12-26,,299.25,,,33.75,,,,396.0,575.5,,,326.25,12.0,125.5,349.0,,78.0,,900.75,727.25,1389.25,3027.75,42.25,615.5,656.75,,1176.5,4.8,27.25,203.75,310.75,,,271.25,288.25,,,,13.0,240.0,214.75,,275.5,131.5,,64.25,,,491.75
2019-01-14,374.25,1388.4,659.4,2700.15,2540.75,6356.2,334.6,331.9,3111.9,512.25,230.7,1528.15,2582.05,20490.5,324.75,813.55,937.55,2100.85,,2867.3,205.85,1763.5,1969.3,373.4,294.3,132.15,1484.05,700.9,284.15,1210.45,1334.0,724.5,7402.55,145.25,11224.65,143.5,192.45,,,15488.55,300.5,450.65,1814.4,182.3,470.7,680.25,957.25,,3777.4,313.35
2014-07-31,260.7,629.15,391.85,2078.2,2205.5,943.35,580.75,372.6,1144.05,456.3,368.95,1474.55,2807.4,8478.95,436.35,3220.9,1554.9,833.65,,2596.05,191.6,685.5,1067.35,1473.0,356.2,331.4,560.35,3365.7,1179.8,953.65,1504.1,1203.9,2524.5,145.0,5125.05,395.35,132.75,,,7360.0,2439.75,790.7,2577.3,446.9,553.4,2150.3,341.05,,2421.85,543.65
2014-09-08,299.55,674.3,420.65,2361.3,2576.7,1100.5,700.1,403.2,1270.9,563.4,374.5,1685.55,3002.35,10953.65,453.85,3653.05,1665.8,864.0,,2781.9,173.6,745.95,1053.8,1568.2,353.55,400.4,620.8,3778.35,1333.3,1077.6,1625.7,1397.6,2916.65,140.45,6383.45,454.8,133.25,,,8445.9,2564.2,866.05,2636.05,510.5,517.0,2487.8,385.9,,2714.35,591.6
2015-04-20,313.4,808.15,518.45,2018.5,4558.95,1308.8,803.9,402.45,2171.65,659.7,372.1,1828.6,3562.1,14762.5,384.6,3611.85,923.15,1007.15,,2314.7,138.7,913.75,1267.45,311.05,342.0,359.2,843.25,2133.25,962.9,1370.05,1698.5,1188.05,3606.2,154.5,6939.35,321.75,149.2,,,10066.25,287.45,1044.1,2430.65,533.25,344.35,632.4,394.65,,2779.0,574.95
2013-09-02,130.55,423.3,862.65,1854.45,1012.3,590.05,277.35,300.55,715.5,417.15,257.8,995.15,2277.9,3193.7,302.0,2282.9,1037.9,589.15,,2026.8,108.85,638.65,735.7,826.9,319.4,210.65,380.65,3077.35,556.35,627.35,727.4,766.5,1299.45,130.65,4957.15,251.3,99.1,,,3591.0,1516.65,526.75,2048.15,299.6,289.45,1374.8,229.95,,1497.5,484.2
2000-10-25,,234.8,37.95,,,,,,752.2,879.15,,,1427.3,22.4,45.85,200.5,1171.55,243.05,,977.45,725.0,172.15,461.1,115.75,767.3,118.8,15.9,7246.35,5.6,72.8,158.35,139.85,,,521.7,102.05,,,,22.75,158.05,489.85,,71.05,99.0,,53.0,,,2299.0
2017-01-25,303.85,977.2,463.7,2851.0,1000.15,3162.55,709.45,311.55,3124.75,584.7,316.1,673.8,2993.4,23011.85,475.8,926.6,841.8,1287.55,,3240.35,190.15,869.1,1336.0,259.75,264.85,381.0,1264.9,936.65,195.6,794.65,1449.45,1242.95,5796.8,171.15,5967.8,204.2,203.1,,,15751.7,259.3,636.1,2352.7,548.0,468.95,465.5,372.05,,3681.5,473.45
2008-12-22,312.0,873.35,536.85,412.4,62.75,114.45,366.4,721.5,1294.35,184.9,,1301.8,476.0,224.55,214.6,1235.05,133.35,1019.75,,802.9,53.65,262.2,1493.7,446.05,179.9,405.1,38.85,1181.6,225.75,360.2,814.65,306.6,528.7,181.65,1371.35,710.05,83.5,,,488.95,1274.35,1063.35,510.35,188.1,225.0,271.5,1010.2,,358.85,246.6
2001-04-12,,250.2,27.7,,26.55,,185.75,,685.0,913.3,,,934.55,23.0,48.8,281.55,235.5,230.85,,130.35,769.55,210.95,555.8,174.65,814.0,156.4,13.0,2752.0,4.35,45.0,219.95,112.95,,,500.15,130.45,,,,27.3,202.25,486.45,,62.7,114.55,,38.8,,,852.75
2008-12-15,293.8,852.7,485.55,408.7,66.05,108.0,,737.5,1234.15,179.85,,1267.8,455.9,216.25,221.75,1173.7,104.2,945.2,,792.55,56.0,243.8,1611.95,418.45,173.3,385.7,39.4,1101.1,241.15,387.3,820.4,303.2,508.85,168.5,1345.05,672.9,74.6,,,461.15,1204.4,1086.25,469.6,158.1,227.1,261.8,902.4,,347.85,234.8
2011-06-21,148.2,2949.9,1241.0,1319.1,580.2,497.6,617.45,390.8,471.9,315.85,390.25,754.2,1514.25,1210.3,433.9,2044.4,464.55,2330.1,,1759.8,169.45,322.95,642.15,1014.35,185.05,322.45,252.6,2726.45,848.15,434.6,1646.2,633.8,1146.45,175.9,3888.05,255.75,101.15,,,1691.7,2149.75,488.4,1104.15,937.85,559.15,673.5,4573.05,,967.6,402.3
2004-06-28,,315.0,123.55,,84.95,,343.9,137.05,624.85,214.65,,1199.15,743.6,209.2,171.7,966.1,308.85,369.3,,488.5,1020.05,127.6,543.45,252.75,872.15,371.95,55.95,5598.95,8.2,346.15,656.75,436.45,392.1,,556.55,630.6,,,,157.6,433.35,369.35,,384.2,302.95,,101.25,,,556.45
2013-11-08,148.4,556.5,1118.4,2067.5,1391.95,671.85,,344.0,918.35,423.0,291.25,1020.35,2401.0,4126.9,340.0,2682.2,1111.95,652.9,,2092.95,116.45,584.75,809.45,1049.75,319.55,213.2,427.75,3357.5,865.95,727.3,973.55,879.05,1577.9,152.6,5752.45,277.3,95.95,,,4414.25,1744.25,602.1,2092.8,385.0,355.6,1674.05,234.4,,1921.95,481.25
2005-12-29,,572.65,285.35,,435.0,,437.2,343.05,1340.15,441.2,,1489.75,950.25,227.25,264.95,1356.25,530.9,706.6,,848.3,139.35,194.95,1217.85,573.95,139.55,558.2,57.0,2987.7,223.05,220.15,1798.6,501.0,626.6,110.35,935.8,1189.3,,,,486.8,892.15,669.35,1703.7,654.8,370.05,,813.55,,426.05,462.75
2013-06-27,149.6,4541.95,1273.1,1836.9,1355.9,635.25,,281.1,658.85,387.75,286.95,971.2,2164.15,3310.15,298.8,2755.8,794.7,646.3,,1652.65,95.85,589.0,837.1,1032.65,322.85,223.3,456.35,2476.95,643.1,704.35,1350.35,934.25,1521.6,140.45,4916.35,320.55,106.45,,,4479.8,1913.7,973.55,1488.8,269.5,264.25,1075.2,223.1,,1876.5,347.4
2006-05-23,,545.35,315.2,,438.0,,,368.5,1519.25,227.05,,1459.9,1420.85,295.9,239.55,1916.7,521.8,786.2,,792.65,191.0,239.35,1241.65,570.95,178.6,474.3,47.85,2920.5,265.2,303.65,2335.2,615.2,802.6,117.1,1097.4,1237.65,,,,883.9,870.85,849.65,1824.4,781.05,510.0,,599.3,,662.15,473.15
1993-06-21,,265.0,,,,,,,248.75,,,,,22.5,,355.0,,,,,665.0,366.25,1425.0,,462.5,,,,,,176.25,145.0,,,286.25,,,,,,,,,191.25,152.5,,,,,222.5
2010-03-11,692.35,1942.95,1151.25,1827.9,313.2,338.35,530.2,293.85,1571.8,318.35,,640.4,1167.4,621.3,418.05,2882.95,360.55,1827.85,,1911.05,159.95,228.8,2701.95,931.4,255.3,304.25,155.45,2684.35,1166.55,779.35,1573.7,1124.05,1466.25,202.75,2722.95,1084.35,106.8,,,2265.1,2045.25,1686.6,791.6,770.9,608.35,903.95,1814.35,,1111.85,709.6
2007-03-29,,756.2,479.85,,416.0,,,761.1,1221.65,235.85,,3007.55,705.45,249.45,263.8,2054.65,298.3,933.05,,679.7,128.3,204.55,1535.15,855.6,146.75,404.9,39.7,1991.0,474.9,463.8,1616.1,759.1,810.75,145.3,915.8,873.45,,,,926.45,986.45,1017.25,1247.0,715.1,441.3,1433.1,828.8,,758.3,565.55
2006-09-22,,665.8,352.85,,390.05,,368.95,469.25,1102.2,260.15,,2137.75,748.75,244.4,267.55,2518.75,559.45,875.3,,765.95,170.8,257.25,1406.75,655.05,187.7,519.9,44.75,1830.1,275.7,319.4,2656.75,655.75,937.15,129.1,1020.6,1184.45,,,,1035.7,975.35,924.5,1042.45,835.45,496.7,600.2,782.1,,863.7,519.55
1994-07-18,,530.0,,,,,,,335.0,,,,,39.0,,730.0,,,,,910.0,655.0,3250.0,,830.0,,,,,,290.0,355.0,,,385.0,,,,,,,,,447.5,285.0,,,,,600.0
2004-01-27,,341.2,166.45,,84.1,,,147.65,671.0,1275.75,,1472.4,1429.75,245.25,229.05,1118.75,325.2,366.9,,465.55,1322.0,202.0,620.55,305.85,1051.15,481.05,44.0,5591.3,12.12,373.15,551.45,422.1,432.35,,674.9,811.05,,,,132.0,649.2,620.75,,510.45,443.45,,123.25,,,1733.65
2006-05-25,,546.3,297.2,,464.3,,,392.9,1414.8,223.25,,1398.25,1419.1,293.4,231.9,1913.05,503.0,754.75,,797.85,185.8,237.25,1152.25,556.8,180.75,452.2,47.1,2835.95,256.65,278.85,2295.45,597.75,779.4,117.7,1106.8,1203.7,,,,880.55,869.1,852.3,1874.75,802.7,513.25,,585.7,,663.15,484.0
2015-09-03,339.5,826.15,486.4,2246.85,5205.5,1848.4,,347.25,3009.1,656.85,345.65,2249.3,4207.45,18365.15,294.85,3426.3,958.25,1010.45,,2329.95,77.2,836.2,1172.0,266.85,320.05,399.9,850.15,1100.65,930.9,626.9,1566.15,1144.35,4146.45,117.8,6027.1,229.45,127.6,,,10880.0,232.6,885.35,2605.25,333.35,229.65,540.0,326.7,,3004.1,566.7
2012-12-07,137.7,4309.35,1334.2,1939.7,1329.0,939.2,358.25,322.5,495.45,410.2,363.2,1182.95,1838.35,2693.25,352.55,3247.4,614.0,692.5,,1826.4,123.85,530.9,837.0,1130.85,301.45,264.45,411.4,2319.7,765.55,663.7,1672.55,936.85,1510.05,159.95,4827.1,267.55,118.7,,,4299.25,2310.85,699.5,1267.95,281.8,394.9,880.5,307.25,,1958.5,379.55
2010-12-30,141.6,2819.75,1329.35,1476.95,703.55,467.3,659.35,356.55,401.45,368.75,308.7,646.25,1684.65,1216.75,509.85,2316.75,457.5,2302.45,,1991.9,243.85,309.1,727.1,1137.1,174.65,338.6,262.4,3440.5,1173.0,446.0,1972.15,775.7,1416.95,201.9,3726.25,1294.25,96.8,,,2002.55,2749.5,481.95,1167.85,1296.2,670.8,699.35,3534.4,,1066.15,489.3
1991-02-27,,260.0,,,,,,,138.75,,,,,,,202.5,,,,,261.25,161.25,,,130.0,,,,,,127.5,67.5,,,137.5,,,,,,,,,192.5,176.25,,,,,270.0
2017-05-31,338.95,1152.6,514.2,2843.95,1324.95,4191.3,742.1,371.8,3533.05,514.6,263.3,583.4,2518.35,28431.15,415.65,1157.25,865.3,1633.35,,3742.8,200.5,1066.8,1570.15,326.3,311.9,431.85,1479.55,976.95,194.05,964.5,1759.75,1416.35,7214.9,160.05,6657.15,177.05,207.8,,,18000.9,288.55,501.4,2544.35,476.2,504.9,389.9,474.7,,4197.1,537.15
1994-07-12,,515.0,,,,,,,340.0,,,,,40.0,,717.5,,,,,880.0,662.5,3200.0,,820.0,,,,,,287.5,355.0,,,390.0,,,,,,,,,485.0,295.0,,,,,565.0
1995-04-20,,585.0,,,,,,,272.0,,,,,59.0,,577.5,,,,,885.0,560.0,2075.0,,280.0,,,,,,262.5,325.0,,,375.0,,,,,,,235.0,,495.0,221.25,,,,,
1991-06-18,,242.5,,,,,,,140.0,,,,,,,246.5,,,,,262.5,161.0,,,165.0,,,,,,116.0,72.5,,,141.25,,,,,,,,,236.25,190.5,,,,,310.0
1991-05-06,,232.5,,,,,,,142.5,,,,,,,226.0,,,,,270.0,162.0,,,160.5,,,,,,94.5,78.75,,,140.0,,,,,,,,,226.25,178.0,,,,,285.0
1994-01-20,,360.0,,,,,,,340.0,,,,,23.75,,565.0,,,,,770.0,615.0,2920.0,,740.0,,,,,,265.0,320.0,,,375.0,,,,,,,,,425.0,246.0,,,,,
1997-08-26,,307.0,,,35.5,,,,322.0,692.5,,,300.25,18.45,164.75,368.0,,65.25,,656.25,977.25,1392.0,3523.25,,536.75,,,1293.25,7.3,51.75,244.25,428.25,,,274.0,348.0,,,,,311.0,335.75,,349.75,192.75,,75.0,,,1192.0
1998-01-02,,300.25,,,32.75,,440.0,,400.25,632.0,,,330.25,13.75,125.75,345.25,,80.75,,932.5,759.5,1402.5,3095.75,43.0,623.5,740.0,,1241.25,5.3,29.0,205.0,324.75,,,281.0,280.25,,,,16.2,249.75,242.25,,307.0,141.5,,67.5,,,477.5
2002-08-20,,340.15,35.05,,49.8,,289.95,33.1,510.25,899.8,,,859.35,74.05,70.95,311.65,210.15,211.95,,293.5,588.1,179.95,603.75,135.1,691.45,244.65,16.2,3321.2,3.5,160.0,172.55,88.85,,,524.4,366.85,,,,45.5,230.65,551.05,,134.7,118.35,,68.75,,,1216.9
2006-04-04,,637.0,367.45,,555.8,,,418.2,1863.45,694.65,,1936.3,1441.6,304.65,318.8,2109.55,652.0,831.3,,895.15,183.7,280.25,1347.55,613.3,203.6,612.3,49.75,3152.8,315.35,281.55,2531.7,652.5,914.3,136.85,1215.6,1288.65,,,,965.35,996.2,857.85,1947.85,962.25,542.1,,844.05,,695.65,559.3
