,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
1998-02-05,,290.75,,,27.0,,360.0,,391.0,566.75,,,337.25,10.55,106.25,277.0,,65.5,,734.25,607.0,1418.0,2790.0,40.75,600.0,,37.75,1115.0,4.5,22.8,191.0,234.0,,,296.5,238.25,,,,,243.0,227.0,,227.0,123.0,,58.75,,,495.0
1993-08-06,,270.0,,,,,,,265.0,,,,,22.5,,383.75,,,,,600.0,367.5,1700.0,,480.0,,,,,,191.25,163.75,,,280.0,,,,,,,,,235.0,148.0,,,,,240.0
1998-06-11,,257.4,,,25.0,,,,542.5,740.25,,,374.75,10.2,93.75,315.0,,62.4,,845.25,653.5,1547.0,2756.75,37.15,623.75,576.0,35.3,2252.25,4.75,27.8,226.0,217.7,,,381.0,207.0,,,,18.25,196.8,298.25,,193.7,135.5,,41.85,,,1799.25
1992-01-31,,340.0,,,,,,,275.0,,,,,,,337.5,,,,,367.5,235.0,1115.0,,360.0,,,,,,148.0,80.0,,,280.0,,,,,,,,,318.75,304.5,,,,,337.5
2014-08-21,296.3,613.25,398.7,2267.3,2332.65,943.0,,371.1,1249.4,492.9,364.75,1536.3,2838.5,9989.75,431.45,3407.1,1553.8,831.65,,2557.55,177.85,710.2,1064.95,1544.3,345.75,368.75,568.4,3542.95,1274.65,1016.1,1531.95,1376.15,2750.05,142.65,5815.25,426.0,136.05,,,8045.2,2467.8,857.95,2431.95,512.6,536.6,2237.45,367.15,,2643.3,550.45
1993-07-12,,265.0,,,,,,,242.5,,,,,21.25,,362.5,,,,,600.0,357.5,1370.0,,445.0,,,,,,177.5,140.0,,,282.5,,,,,,,,,186.25,147.5,,,,,222.5
2000-10-30,,235.2,38.25,,28.0,,160.15,,758.55,868.05,,,1373.05,24.5,43.35,199.55,1224.1,247.1,,862.7,726.4,173.65,471.7,111.7,752.8,119.75,16.75,7104.55,6.4,75.6,149.9,131.65,,,520.65,103.0,,,,23.5,157.0,531.7,,70.75,95.9,,52.9,,,2248.8
1997-05-21,,299.25,,,40.25,,406.0,,,717.25,,,209.25,21.5,144.75,371.25,,59.0,,462.0,905.0,1063.0,3190.0,,419.5,,,1440.5,5.35,38.75,214.25,341.75,,,252.75,255.75,,,,21.0,305.75,255.5,,393.5,178.25,,64.0,,,
1995-02-09,,555.0,,,,,,,305.0,,,,,65.0,,680.0,,,,,1010.0,590.0,2200.0,,312.5,,,,,,230.0,355.0,,,400.0,,,,,,,245.0,,505.0,231.25,,,,,760.0
2003-03-25,,339.3,39.6,,47.55,,,28.25,500.2,739.95,,217.55,900.15,70.35,75.35,335.7,157.1,233.3,,222.85,554.05,156.15,348.2,135.7,614.65,234.85,15.9,4266.15,4.15,164.1,187.05,103.15,,,524.25,356.2,,,,44.95,280.5,280.6,,158.3,137.8,,54.45,,,1357.6
1994-06-07,,510.0,,,,,,,360.0,,,,,22.5,,652.5,,,,,770.0,682.5,3110.0,,847.5,,,,,,285.0,312.5,,,375.0,,,,,,,,,515.0,260.0,,,,,
1996-04-03,,355.0,,,,,,,210.0,400.0,,,267.5,48.0,,580.0,,34.75,,285.0,1145.0,715.0,3260.0,,232.0,,,510.0,,107.0,243.0,275.0,,,335.0,216.0,,,,57.5,253.75,275.0,,442.0,203.75,,115.0,,,440.0
2014-06-11,237.7,541.85,1941.3,2175.25,2025.25,921.7,,354.2,971.0,411.55,404.1,1319.55,2431.95,7164.15,429.75,3563.45,1403.6,820.45,,2705.4,162.6,625.4,953.65,1468.2,333.25,351.7,556.25,3178.75,1289.35,928.1,1715.75,1224.5,2446.6,158.25,5009.35,427.05,133.55,,,7306.95,2690.65,613.5,2205.25,445.6,549.2,2018.8,329.0,,2767.9,526.95
1992-01-13,,316.25,,,,,,,237.5,,,,,,,332.5,,,,,335.0,166.25,800.0,,305.0,,,,,,134.0,72.5,,,221.25,,,,,,,,,300.0,255.0,,,,,
2002-07-15,,347.3,40.3,,61.05,,296.75,31.75,525.0,942.8,,,972.35,81.1,81.45,340.35,242.6,209.9,,320.5,682.6,191.8,622.8,145.15,700.2,204.15,17.05,3248.25,5.7,161.6,181.15,108.15,,,509.0,374.55,,,,49.05,232.3,554.1,,150.55,137.3,,78.8,,,1281.0
2013-03-14,139.9,4890.65,1354.25,1854.55,1261.75,795.65,397.1,315.0,535.7,385.35,319.2,1026.35,1817.6,2761.15,332.75,3002.25,791.45,649.6,,1668.8,96.05,455.8,813.6,1110.75,302.25,310.4,430.7,2874.9,707.9,657.85,1523.05,914.2,1420.45,146.8,4703.35,320.05,109.7,,,4227.7,2255.85,830.0,1567.85,300.95,357.1,1104.9,229.15,,1907.2,438.45
1995-10-17,,634.0,,,,,,,,,,,,49.5,,616.0,,,,,992.0,628.0,2860.0,,308.0,,,,,,289.0,375.0,,,316.0,,,,,,227.5,272.0,,427.0,259.5,,141.0,,,460.0
2006-06-07,,577.45,290.25,,338.2,,339.5,353.85,1259.95,211.6,,1238.15,1267.85,272.55,229.9,1638.3,443.6,720.2,,739.55,154.4,220.0,1165.0,531.5,152.0,368.75,38.7,2762.05,246.55,266.0,1988.3,539.6,717.45,100.25,995.55,993.3,,,,762.35,807.05,721.4,1710.95,745.75,460.8,,553.3,,547.75,444.85
1994-02-21,,450.0,,,,,,,425.0,,,,,25.0,,597.5,,,,,740.0,780.0,3210.0,,760.0,,,,,,307.5,310.0,,,410.0,,,,,,,,,467.5,253.0,,,,,500.0
2017-12-29,404.65,1157.9,562.4,3323.2,1756.8,5238.4,518.7,529.4,4715.75,607.15,263.0,1098.2,2414.4,30290.55,497.2,1164.05,890.65,1873.55,,3786.3,273.7,1368.1,1710.4,314.0,263.1,388.4,1650.25,1039.3,269.7,1009.1,1256.95,751.05,9731.35,177.2,7845.0,194.65,200.35,,,18038.7,309.5,570.8,2700.4,431.2,732.45,503.85,856.0,,4320.8,313.4
2005-05-18,,388.6,221.55,,203.05,,,214.25,858.5,277.65,,950.75,681.75,325.2,222.4,1122.75,338.25,534.95,,557.0,1175.2,130.5,764.3,391.35,1485.1,429.5,60.25,2043.3,337.8,342.4,1036.6,472.15,446.35,84.4,709.4,859.8,,,,356.65,642.25,512.05,1144.3,436.9,357.0,,274.2,,328.85,650.85
2006-02-14,,670.45,357.9,,512.75,,,367.2,1520.0,540.0,,1834.9,1167.8,212.7,285.6,1624.5,609.05,745.8,,899.45,158.55,224.45,1369.1,596.4,163.65,527.45,53.05,2823.1,192.25,237.85,2400.5,607.55,770.35,118.55,1046.1,1170.35,,,,580.05,868.65,776.6,1618.85,766.6,383.4,,829.25,,550.05,492.75
2017-09-27,371.6,1161.0,505.5,3027.8,1809.05,5076.95,466.35,385.35,4292.7,569.8,260.95,850.15,2307.5,30466.7,398.4,1115.8,874.85,1775.65,,3732.4,233.4,1207.0,1718.95,276.25,258.6,395.6,1665.55,898.65,236.8,980.15,1139.05,1231.05,7733.9,164.95,7100.2,170.2,207.45,,,17945.65,250.45,494.95,2490.15,403.9,648.35,449.95,587.1,,3798.65,288.6
2014-04-17,198.25,543.6,1464.65,2013.4,1762.7,781.05,448.15,325.1,883.9,400.6,290.9,1325.8,2556.0,5886.55,374.25,2759.85,1424.3,718.55,,2217.7,141.3,609.5,880.05,1262.0,353.2,263.85,498.65,3189.9,1042.9,800.95,1270.8,997.35,1946.3,123.05,4762.5,322.25,107.15,,,5786.9,2017.8,624.3,2217.45,428.65,418.8,1769.8,257.1,,2218.0,585.55
2012-01-02,114.6,2593.1,794.25,1475.0,603.65,419.9,,344.9,446.6,320.55,311.7,782.05,1567.2,1495.7,387.0,2427.3,393.7,427.2,,1838.55,112.25,402.4,651.5,696.45,198.4,253.0,226.0,2804.85,537.0,421.55,1008.75,673.85,936.8,158.15,4070.35,258.55,100.0,,,2122.55,1629.65,492.75,1178.25,183.8,340.55,571.4,175.2,,1152.2,398.4
2004-07-20,,314.2,130.0,,83.55,,322.5,155.3,619.35,241.5,,1138.55,767.5,220.0,186.1,972.4,298.1,370.4,,436.0,1059.05,121.75,548.05,261.85,994.95,346.0,48.75,1447.65,10.4,369.0,792.8,459.05,420.05,,514.45,692.7,,,,172.3,433.45,351.5,,401.5,344.45,,116.5,,,519.65
2019-01-15,384.75,1406.05,660.1,2725.3,2599.25,6508.15,341.5,337.65,3182.5,514.75,232.6,1522.95,2591.95,20609.5,324.45,812.2,947.05,2121.05,,2911.15,208.55,1787.65,1990.8,372.55,296.6,134.5,1496.65,726.55,291.75,1212.15,1341.05,726.65,7349.55,145.8,11286.85,145.1,192.4,,,15632.4,301.0,451.85,1864.2,185.4,475.15,707.3,965.95,,3820.95,330.95
2017-02-06,309.6,991.85,496.95,2798.6,1072.1,3721.45,703.05,354.6,3286.25,601.45,324.95,754.55,3094.8,23745.5,483.05,946.5,821.4,1313.75,,3262.8,190.0,860.45,1399.55,290.35,276.4,396.5,1314.0,934.45,191.7,767.35,1484.95,1267.3,6151.2,173.2,6283.3,199.0,201.3,,,15978.65,277.05,674.3,2240.55,525.3,472.6,477.0,391.35,,3748.15,461.05
1993-06-17,,275.0,,,,,,,240.0,,,,,23.0,,352.5,,,,,665.0,375.0,1410.0,,457.5,,,,,,177.5,145.0,,,287.5,,,,,,,,,190.0,155.0,,,,,
2006-07-26,,582.0,311.85,,363.6,,,382.9,1034.35,227.55,,1461.8,1323.4,215.15,264.8,2027.0,543.35,780.85,,703.3,162.1,240.95,1133.55,540.25,167.95,393.7,33.05,1646.05,232.85,276.9,2152.05,563.1,764.35,111.6,1084.95,1138.25,,,,881.25,753.85,797.9,1887.55,728.8,496.5,,569.8,,684.5,475.9
2002-12-19,,332.0,44.2,,47.75,,,25.6,513.85,875.3,,,922.65,79.65,68.45,288.05,189.2,218.2,,280.45,581.25,181.65,357.15,140.85,670.6,230.5,16.4,4574.8,4.25,166.4,200.4,108.25,,,513.55,351.55,,,,51.5,278.55,589.1,,158.85,139.45,,81.15,,,1558.8
1993-01-08,,290.0,,,,,,,225.0,,,,,28.0,,455.0,,,,,675.0,350.0,1325.0,,437.5,,,,,,178.75,108.75,,,320.0,,,,,,,,,231.25,197.5,,,,,300.0
2014-04-10,193.65,541.3,1501.95,2020.3,1782.65,781.2,,319.65,875.05,397.45,292.15,1346.6,2549.1,6340.2,378.05,2838.9,1357.75,738.85,,2205.1,142.6,617.45,926.8,1246.15,343.65,276.95,511.9,3206.6,1073.6,802.75,1314.7,1020.7,1959.2,123.75,4870.5,321.95,107.75,,,5647.25,2026.85,616.2,2126.55,430.8,416.8,1707.25,262.6,,2242.0,560.45
1998-12-23,,284.4,15.2,,28.5,,225.7,,878.75,868.25,,,466.25,11.55,74.0,175.2,,53.25,,566.5,505.25,1663.25,2215.0,22.05,710.0,412.75,18.4,2945.0,3.1,17.85,151.1,160.0,,,450.25,184.2,,,,18.4,153.0,275.5,,157.3,107.8,,79.5,,,1771.75
2017-07-19,380.6,1156.1,520.15,2824.75,1543.0,4562.8,469.8,421.35,3808.05,568.15,255.05,754.8,2770.25,29181.0,379.4,1050.25,894.65,1692.6,,3766.2,213.35,1152.9,1655.05,302.05,291.5,375.25,1576.45,979.9,219.5,994.75,1181.0,1383.4,7560.9,167.35,6934.75,163.05,218.6,,,18250.6,293.2,588.25,2450.45,460.55,571.0,396.65,532.05,,4206.95,271.25
2003-09-25,,302.5,68.15,,64.6,,348.35,66.8,550.0,999.0,,883.0,1056.2,149.25,137.8,618.65,161.3,268.35,,286.0,875.7,179.55,493.55,190.7,814.8,366.3,23.9,4514.85,14.5,237.8,307.0,226.6,214.2,,592.6,575.9,,,,89.0,416.3,460.3,,292.3,260.85,,75.8,,,1181.35
1998-02-02,,294.0,,,26.0,,345.0,,393.5,572.5,,,338.25,11.15,107.0,319.25,,71.75,,731.25,631.75,1359.75,2857.25,47.25,575.0,,40.75,1121.5,4.6,23.25,190.0,249.25,,,297.0,234.0,,,,,246.25,228.0,,231.25,126.75,,60.0,,,498.75
2009-04-17,375.85,914.3,503.8,661.1,85.3,198.5,,678.35,1534.85,229.85,,930.25,534.15,196.25,254.5,1634.7,129.2,1068.2,,1110.55,54.9,238.2,1792.75,441.45,187.85,432.25,40.2,1393.1,316.45,399.45,866.5,451.75,837.35,193.05,1710.5,862.6,97.45,,,811.3,1306.35,1205.55,573.05,236.3,258.3,334.85,800.2,,563.95,274.3
2006-10-26,,663.55,418.55,,394.95,,,504.35,1252.95,258.1,,2556.5,711.75,354.75,257.0,2633.95,616.2,995.75,,739.95,188.5,224.95,1449.7,753.4,184.3,512.55,46.7,2072.4,334.15,331.55,1270.85,730.9,951.05,126.35,1061.5,1153.6,,,,1140.95,1065.8,915.2,1080.0,871.75,501.35,918.6,780.65,,868.5,556.15
2008-05-16,773.9,1217.2,901.65,,298.35,,358.0,851.35,1425.0,212.5,,1446.1,650.2,321.75,400.35,2289.8,297.7,1502.3,,805.3,203.7,243.7,2766.9,941.15,226.95,411.1,87.65,1871.15,1110.95,769.2,2996.35,662.2,818.95,191.05,1840.55,950.9,103.05,,,884.55,1704.0,1384.3,976.15,669.75,890.9,956.05,1273.35,,692.9,506.15
2002-11-13,,325.7,36.2,,45.5,,,24.45,516.5,877.1,,,700.0,82.95,66.35,312.15,163.2,193.8,,259.85,540.05,159.45,644.85,110.9,610.7,223.3,14.35,3963.95,3.85,135.2,192.35,88.45,,,519.25,392.0,,,,49.05,234.9,533.5,,145.45,124.4,,58.35,,,1487.5
1995-03-29,,570.0,,,,,,,280.0,,,,,52.5,,595.0,,,,,900.0,565.0,2050.0,,292.5,,,,,,253.75,285.0,,,375.0,,,,,,,242.5,,420.0,217.5,,,,,
2008-11-17,327.35,971.95,455.75,361.4,65.5,130.65,,665.05,1108.3,185.85,,1212.6,398.15,216.05,192.7,1019.9,147.65,933.6,,721.5,54.7,235.6,1498.3,387.05,165.55,375.2,40.85,1232.8,252.9,342.05,790.65,318.9,549.8,151.1,1253.1,700.25,75.6,,,421.75,1168.1,1182.85,518.7,140.45,166.3,291.55,834.5,,324.5,251.95
2007-04-20,,805.3,465.05,,425.0,,323.05,845.55,1237.65,235.05,,3472.0,718.0,225.55,295.2,2391.1,335.2,994.65,,649.6,146.65,205.5,1650.55,914.35,160.6,410.65,41.75,2055.25,592.7,504.35,1694.75,743.65,776.3,160.0,995.75,921.4,,,,1023.6,1074.6,1180.25,1255.85,722.95,534.35,1522.4,1010.6,,842.15,570.8
2010-04-30,741.8,2074.95,1268.2,2094.3,427.85,344.05,,298.4,1640.3,342.55,,673.65,1262.2,801.6,429.1,2728.25,394.25,1991.6,,1904.95,177.9,239.0,2821.9,950.5,265.05,294.65,193.7,2736.15,1227.65,737.8,1608.35,526.1,1279.75,206.95,2761.35,1055.1,109.7,,,2162.0,2297.95,1566.8,766.0,872.85,618.8,773.6,2129.45,,972.35,673.5
2006-11-02,,688.75,446.0,,453.65,,414.0,548.8,1161.6,255.65,,2844.4,760.85,357.95,252.45,2781.15,615.45,1008.6,,766.1,189.15,237.55,1442.05,778.2,188.6,526.05,43.75,2084.9,325.2,362.45,1339.0,775.85,981.85,129.45,1055.3,838.95,,,,1196.95,1124.0,906.9,1080.1,829.05,487.2,1002.55,763.8,,880.35,533.7
2005-03-15,,373.35,256.05,,171.85,,388.6,216.45,922.0,283.2,,1064.6,753.35,319.15,240.45,1359.7,366.7,593.6,,562.4,1436.55,135.7,786.25,382.4,1338.15,475.45,55.3,2204.95,,360.0,1084.6,528.4,449.2,91.75,637.35,912.3,,,,348.95,731.3,489.65,1438.3,455.95,443.0,,246.25,,370.9,683.2
1991-08-23,,266.25,,,,,,,195.0,,,,,,,318.75,,,,,336.25,157.5,,,253.0,,,,,,153.0,93.75,,,200.0,,,,,,,,,318.75,246.0,,,,,300.0
1993-08-18,,280.0,,,,,,,300.0,,,,,20.0,,397.5,,,,,635.0,410.0,1760.0,,535.0,,,,,,220.0,187.5,,,,,,,,,,,,250.0,174.0,,,,,235.0
2007-05-21,,820.3,553.8,,413.05,,391.4,850.65,1411.95,207.95,,3890.15,658.35,282.6,288.25,2510.4,348.85,1103.05,,680.45,147.6,193.3,1718.2,939.9,171.0,502.9,48.5,1960.9,599.95,576.0,1735.75,731.4,820.4,156.1,1134.1,933.6,,,,1049.95,1346.8,1064.15,1236.95,724.7,622.9,1486.4,1113.7,,807.5,534.75
2018-10-23,318.25,1138.8,563.05,2586.4,2083.95,5163.05,269.05,285.9,5484.8,622.95,277.1,1250.2,2473.65,22287.5,340.5,825.7,952.75,1985.0,,2720.7,219.8,1553.85,1689.9,321.7,285.9,130.0,1473.4,657.85,347.2,1177.75,1197.8,728.8,6763.05,165.3,9342.35,155.55,190.95,,,13852.45,255.35,576.3,1844.15,170.65,546.1,669.2,778.3,,3343.0,309.3
1994-06-23,,525.0,,,,,,,337.5,,,,,33.0,,750.0,,,,,970.0,692.5,3595.0,,830.0,,,,,,300.0,380.0,,,387.5,,,,,,,,,522.5,287.5,,,,,520.0
1999-09-14,,408.0,18.0,,33.45,,,,1518.0,3283.15,,,1125.1,46.5,84.0,441.5,,97.65,,1330.0,921.0,2540.5,265.0,34.6,970.0,514.45,34.2,5932.5,7.3,36.0,380.0,374.0,,,639.7,240.85,,,,55.1,223.4,916.65,,306.5,148.2,,100.05,,,4850.0
2001-09-05,,264.6,28.4,,27.25,,,,558.0,1271.65,,,1902.85,18.25,51.0,257.6,225.8,235.0,,182.15,683.85,215.35,697.2,108.25,753.2,135.0,11.3,3375.2,2.85,43.0,209.4,66.2,,,532.35,145.75,,,,35.0,193.25,544.6,,76.0,83.15,,33.95,,,1456.7
2016-03-02,218.8,871.8,407.15,2233.6,6376.7,1728.95,787.4,326.65,2869.8,525.15,311.45,970.8,3014.4,19274.65,323.5,3451.2,854.6,1008.05,,2807.75,74.8,847.4,1100.25,220.2,319.9,388.55,883.2,1156.25,1132.65,654.45,1137.8,1199.05,3611.7,126.7,5082.35,195.0,135.35,,,10827.8,180.85,852.3,2319.55,317.0,267.15,456.1,334.2,,2973.7,539.85
2012-06-06,124.2,3827.35,1020.35,1543.2,852.85,653.85,704.45,296.75,522.8,308.95,321.9,933.95,1614.75,2144.3,326.2,2329.5,501.7,519.35,,1945.75,120.5,420.15,649.35,807.1,234.15,254.2,309.85,2410.05,626.6,567.95,1267.25,675.7,1108.7,152.6,4551.75,261.05,109.35,,,2462.25,2159.45,574.05,1253.25,234.2,409.65,674.2,215.5,,1396.3,408.5
2020-12-04,453.7,2438.75,614.55,3312.35,4874.95,9048.75,392.15,493.9,3648.15,766.6,133.3,3711.35,4907.3,2549.65,119.75,930.3,858.8,1385.15,643.35,3177.7,252.55,2188.15,2246.15,502.15,198.15,90.4,913.6,1134.65,370.4,1845.9,1149.25,750.45,7801.95,98.55,17825.9,89.85,194.35,,862.55,24909.5,263.45,568.85,2726.0,184.15,622.6,922.6,1437.4,,5091.25,360.75
2009-04-09,376.3,785.75,444.55,613.0,80.6,186.4,382.8,668.25,1442.95,226.85,,916.5,516.25,205.85,268.0,1593.1,122.1,1046.05,,1065.5,58.85,232.95,1703.1,397.7,187.4,427.05,38.8,1426.45,347.15,370.15,828.85,435.15,807.35,194.2,1621.45,884.95,95.95,,,724.2,1140.4,1127.1,603.2,225.15,261.2,320.05,885.55,,529.6,274.2
2014-05-08,190.15,504.0,1555.75,1878.8,1888.65,822.25,462.5,307.9,858.3,389.15,294.15,1365.6,2738.7,6492.75,365.85,2632.3,1338.95,719.05,,2132.05,136.45,553.0,849.25,1289.4,341.9,278.2,491.0,3062.95,1095.5,813.25,1300.4,1063.3,1894.4,115.6,4699.1,333.95,103.65,,,5724.0,2091.5,624.7,2165.35,422.15,402.25,1742.7,276.9,,1979.85,510.75
2020-11-17,379.55,2186.95,628.8,3043.4,4487.85,7364.7,394.45,484.6,3510.5,742.5,128.7,3428.25,4785.3,2545.8,93.55,842.55,815.25,1408.2,670.05,3030.8,213.45,2176.35,2347.15,486.2,187.3,84.9,784.05,1123.85,340.85,1796.7,1081.25,637.05,6981.5,88.65,16983.2,71.3,186.8,,862.7,23993.95,240.2,518.0,2666.2,158.0,522.8,845.3,1301.6,,4907.7,348.85
1995-08-16,,666.0,,,,,,,,,,,,40.25,,620.0,,,,,956.0,610.0,2515.0,,265.0,716.0,,,,,268.0,387.0,,,323.0,,,,,,195.0,290.0,,610.0,236.0,,149.0,,,430.0
2018-03-14,382.4,1136.6,535.55,2948.85,1707.15,5108.95,463.75,422.5,4820.35,577.7,293.55,1053.75,2181.2,28796.15,457.7,1122.5,965.0,1865.35,,3635.45,226.35,1316.85,1846.3,306.35,267.9,395.1,1733.3,1180.2,300.75,1083.4,1302.45,728.7,8839.85,170.0,7654.7,180.6,194.7,,,16965.9,257.0,520.95,2886.1,354.15,620.45,638.2,864.0,,4214.5,293.35
1993-07-05,,280.0,,,,,,,250.0,,,,,23.75,,370.0,,,,,650.0,365.0,1405.0,,467.5,,,,,,182.5,142.5,,,287.5,,,,,,,,,192.5,156.25,,,,,225.0
1996-01-19,,322.0,,,,,,,,,,,,30.5,,494.0,,,,,900.0,632.0,2660.0,,214.0,,,,,,250.0,202.0,,,278.0,,,,,,186.5,208.0,,380.0,166.0,,109.0,,,425.0
1995-10-23,,636.0,,,,,,,,,,,,50.0,,606.0,,,,,980.0,636.0,2770.0,,294.0,,,,,,278.5,353.0,,,318.0,,,,,,214.0,274.0,,415.0,245.5,,139.0,,,470.0
2016-10-03,264.45,1191.6,550.95,2882.55,1087.25,3192.9,627.85,318.75,3482.85,588.65,327.85,1298.95,3161.7,25773.15,384.75,4902.5,808.8,1286.85,,3523.0,154.1,868.8,1425.1,256.05,242.1,603.5,1232.2,1037.85,1768.05,787.6,1469.85,1443.05,5681.85,150.5,6596.7,260.2,181.15,,,17956.2,255.2,757.75,2411.8,540.7,382.85,420.85,407.55,,3926.5,478.55
1993-10-21,,340.0,,,,,,,325.0,,,,,24.0,,440.0,,,,,655.0,472.5,1790.0,,540.0,,,,,,190.0,190.0,,,300.0,,,,,,,,,281.25,172.0,,,,,290.0
2013-03-12,138.85,4749.6,1383.75,1955.15,1262.75,801.2,397.3,315.2,538.05,387.65,318.5,1040.5,1816.65,2766.3,345.65,3033.15,774.85,643.75,,1677.65,99.5,444.1,823.35,1122.3,298.85,310.5,431.15,2917.6,707.9,667.1,1498.4,915.45,1416.85,147.95,4699.55,324.9,109.5,,,4377.85,2201.3,827.4,1563.1,304.3,355.75,1097.3,242.25,,1905.4,438.65
2016-08-30,263.2,1146.8,591.1,2982.15,10772.0,2846.25,607.35,332.1,3441.85,576.6,334.9,1315.6,3091.05,23043.55,385.9,4684.2,773.7,1267.5,,3473.35,162.75,924.5,1392.3,256.15,257.35,573.5,1159.05,1041.0,1781.85,785.55,1473.85,1436.55,5068.9,161.8,6705.4,241.7,183.05,,,17057.1,252.2,774.55,2548.7,528.3,377.8,462.9,407.4,,3888.65,489.1
2020-01-17,387.45,1831.2,739.8,3116.5,4230.5,9706.25,454.0,500.0,3127.15,480.25,207.95,1903.45,3033.65,21295.65,126.35,768.45,598.8,1277.85,,2452.3,210.0,2059.2,2453.95,530.9,239.85,122.65,1352.55,767.85,273.25,1697.8,1304.55,569.0,7524.55,121.2,15441.35,125.35,197.4,,,23321.95,318.0,454.45,2218.05,197.25,495.3,778.3,1188.25,,4488.7,251.0
2011-03-17,133.6,2576.8,1292.7,1361.75,645.6,530.65,,318.3,358.5,298.95,341.95,623.7,1525.65,1143.65,452.65,2438.6,457.35,2187.65,,1509.7,198.05,270.8,637.35,1012.5,168.25,306.0,245.3,2981.25,890.0,427.85,1523.6,654.65,1169.25,176.15,3588.65,272.65,98.15,,,1856.1,2618.1,435.2,1099.55,1142.75,594.75,732.8,3556.15,,1021.5,443.85
1999-02-08,,253.3,15.65,,32.75,,,,1136.0,1057.0,,,578.5,10.15,58.7,148.8,,51.85,,625.5,464.0,1872.25,2390.5,21.5,824.25,316.25,24.7,2370.0,3.15,18.7,168.4,180.0,,,498.0,139.9,,,,19.0,149.3,324.75,,181.9,114.2,,74.7,,,3324.75
2004-07-27,,310.3,127.7,,84.15,,,148.45,625.7,241.8,,1124.25,760.0,210.0,188.85,972.55,304.95,373.6,,435.85,1063.15,121.05,582.2,258.7,1050.75,382.75,49.95,1478.85,10.95,359.75,787.85,442.25,429.15,,511.2,701.25,,,,171.2,442.3,364.3,,413.7,378.55,,112.25,,,519.3
2002-09-27,,341.7,36.1,,49.55,,,32.1,522.3,948.15,,,847.55,67.8,63.85,309.8,218.8,221.15,,269.75,535.55,176.45,600.35,137.85,653.95,208.75,14.5,3500.45,3.0,149.7,169.9,82.75,,,563.7,344.35,,,,45.0,230.35,572.75,,133.75,116.8,,58.0,,,1353.85
2012-07-31,119.95,3637.05,1042.7,1601.35,1042.4,741.3,,300.15,464.9,338.55,359.3,1095.3,1614.45,1950.9,353.9,2870.95,517.2,587.85,,2005.7,119.9,466.95,690.65,960.75,257.7,270.2,333.6,2227.4,667.75,535.55,1369.65,700.45,1133.05,157.1,4462.0,285.8,118.55,,,3122.85,2005.2,651.75,1240.65,225.9,413.6,711.9,222.25,,1635.95,339.9
2019-11-27,373.0,1715.7,752.45,3211.9,4118.4,9234.7,505.45,433.5,3091.15,467.75,200.95,1811.7,2972.6,23019.95,124.45,788.65,1128.9,1278.3,,2521.6,202.95,2092.7,2336.3,505.65,246.95,131.0,1527.65,696.05,253.1,1618.55,1334.9,539.8,7296.7,115.75,14585.65,132.65,195.15,,,21365.9,343.6,459.15,2053.45,165.75,421.35,767.25,1167.0,,4234.45,240.1
2015-07-20,329.1,851.9,600.25,2519.55,5171.05,1710.0,,429.45,2881.5,682.95,425.45,1957.4,3926.15,21269.45,370.7,3770.05,946.3,1115.6,,2660.75,109.45,912.8,1316.95,315.85,321.05,444.9,946.7,1001.9,852.2,736.95,1868.4,1313.05,4177.1,135.55,6068.2,291.75,140.15,,,11371.45,267.35,946.8,2579.55,391.2,284.0,500.55,344.9,,3353.95,567.4
1997-09-18,,310.0,,,34.75,,,,325.0,774.5,,,276.25,14.5,149.25,342.0,,68.0,,638.75,974.25,1335.0,3152.75,,576.5,798.0,,1348.25,6.5,41.5,224.25,397.5,,,263.75,360.75,,,,,279.25,305.75,,337.25,179.25,,79.0,,,1335.0
1994-05-31,,485.0,,,,,,,330.0,,,,,24.0,,617.5,,,,,710.0,676.25,3050.0,,746.25,,,,,,272.5,302.5,,,370.0,,,,,,,,,507.5,236.25,,,,,525.0
2006-12-15,,717.4,457.35,,347.7,,,616.0,1138.8,245.85,,2793.5,804.25,367.6,247.05,2733.7,621.75,1057.1,,730.6,177.95,230.15,1549.7,870.05,174.6,435.4,43.4,2232.3,338.65,391.1,1459.95,808.25,905.45,143.1,1062.75,816.35,,,,1404.45,1264.45,978.9,1156.1,857.8,459.25,1127.65,759.3,,1021.95,564.3
